OrderID	CustomerID	EmployeeID	OrderDate	RequiredDate	ShippedDate	ShipVia	Freight	ShipName	ShipAddress	ShipCity	ShipRegion	ShipPostalCode	ShipCountry
10434	FOLKO	3	1997-02-03	1997-03-03	1997-02-13	2	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10435	CONSH	8	1997-02-04	1997-03-18	1997-02-07	2	0	Consolidated Holdings	Berkeley Gardens\r\n12  Brewery	London		WX1 6LT	United Kingdom
10436	BLONP	3	1997-02-05	1997-03-05	1997-02-11	2	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10437	WARTH	8	1997-02-05	1997-03-05	1997-02-12	1	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10438	TOMSP	3	1997-02-06	1997-03-06	1997-02-14	2	0	Toms Spezialit?ten	Luisenstr. 48	M?nster		44087	Germany
10439	MEREP	6	1997-02-07	1997-03-07	1997-02-10	3	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10440	SAVEA	4	1997-02-10	1997-03-10	1997-02-28	2	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10441	OLDWO	3	1997-02-10	1997-03-24	1997-03-14	2	0	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	United States
10442	ERNSH	3	1997-02-11	1997-03-11	1997-02-18	2	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10443	REGGC	8	1997-02-12	1997-03-12	1997-02-14	1	0	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10444	BERGS	3	1997-02-12	1997-03-12	1997-02-21	3	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10445	BERGS	3	1997-02-13	1997-03-13	1997-02-20	1	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10446	TOMSP	6	1997-02-14	1997-03-14	1997-02-19	1	0	Toms Spezialit?ten	Luisenstr. 48	M?nster		44087	Germany
10447	RICAR	4	1997-02-14	1997-03-14	1997-03-07	2	0	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10448	RANCH	4	1997-02-17	1997-03-17	1997-02-24	2	0	Rancho grande	Av. del Libertador 900	Buenos Aires		1010	Argentina
10449	BLONP	3	1997-02-18	1997-03-18	1997-02-27	2	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10450	VICTE	8	1997-02-19	1997-03-19	1997-03-11	2	0	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10451	QUICK	4	1997-02-19	1997-03-05	1997-03-12	3	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10452	SAVEA	8	1997-02-20	1997-03-20	1997-02-26	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10453	AROUT	1	1997-02-21	1997-03-21	1997-02-26	2	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10454	LAMAI	4	1997-02-21	1997-03-21	1997-02-25	3	0	La maison d''Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10455	WARTH	8	1997-02-24	1997-04-07	1997-03-03	2	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10456	KOENE	8	1997-02-25	1997-04-08	1997-02-28	2	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10457	KOENE	2	1997-02-25	1997-03-25	1997-03-03	1	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10458	SUPRD	7	1997-02-26	1997-03-26	1997-03-04	3	0	Supr?mes d?lices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10459	VICTE	4	1997-02-27	1997-03-27	1997-02-28	2	0	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10460	FOLKO	8	1997-02-28	1997-03-28	1997-03-03	1	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10461	LILAS	1	1997-02-28	1997-03-28	1997-03-05	3	0	LILA-Supermercado	Carrera 52 con Ave. Bol?var #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10462	CONSH	2	1997-03-03	1997-03-31	1997-03-18	1	0	Consolidated Holdings	Berkeley Gardens\r\n12  Brewery	London		WX1 6LT	United Kingdom
10463	SUPRD	5	1997-03-04	1997-04-01	1997-03-06	3	0	Supr?mes d?lices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10464	FURIB	4	1997-03-04	1997-04-01	1997-03-14	2	0	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10465	VAFFE	1	1997-03-05	1997-04-02	1997-03-14	3	0	Vaffeljernet	Smagsl?get 45	?rhus		8200	Denmark
10466	COMMI	4	1997-03-06	1997-04-03	1997-03-13	1	0	Com?rcio Mineiro	Av. dos Lus?adas, 23	S?o Paulo	SP	05432-043	Brazil
10467	MAGAA	8	1997-03-06	1997-04-03	1997-03-11	2	0	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10468	KOENE	3	1997-03-07	1997-04-04	1997-03-12	3	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10469	WHITC	1	1997-03-10	1997-04-07	1997-03-14	1	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10470	BONAP	4	1997-03-11	1997-04-08	1997-03-14	2	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10471	BSBEV	2	1997-03-11	1997-04-08	1997-03-18	3	0	B''s Beverages	Fauntleroy Circus	London		EC2 5NT	United Kingdom
10472	SEVES	8	1997-03-12	1997-04-09	1997-03-19	1	0	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	United Kingdom
10473	ISLAT	1	1997-03-13	1997-03-27	1997-03-21	3	0	Island Trading	Garden House\r\nCrowther Way	Cowes	Isle of Wight	PO31 7PJ	United Kingdom
10474	PERIC	5	1997-03-13	1997-04-10	1997-03-21	2	0	Pericles Comidas cl?sicas	Calle Dr. Jorge Cash 321	M?xico D.F.		05033	Mexico
10475	SUPRD	9	1997-03-14	1997-04-11	1997-04-04	1	0	Supr?mes d?lices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10476	HILAA	8	1997-03-17	1997-04-14	1997-03-24	3	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10477	PRINI	5	1997-03-17	1997-04-14	1997-03-25	2	0	Princesa Isabel Vinhos	Estrada da sa?de n. 58	Lisboa		1756	Portugal
10478	VICTE	2	1997-03-18	1997-04-01	1997-03-26	3	0	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10479	RATTC	3	1997-03-19	1997-04-16	1997-03-21	3	0	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	United States
10480	FOLIG	6	1997-03-20	1997-04-17	1997-03-24	2	0	Folies gourmandes	184, chauss?e de Tournai	Lille		59000	France
10481	RICAR	8	1997-03-20	1997-04-17	1997-03-25	2	0	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10482	LAZYK	1	1997-03-21	1997-04-18	1997-04-10	3	0	Lazy K Kountry Store	12 Orchestra Terrace	Walla Walla	WA	99362	United States
10483	WHITC	7	1997-03-24	1997-04-21	1997-04-25	2	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10484	BSBEV	3	1997-03-24	1997-04-21	1997-04-01	3	0	B''s Beverages	Fauntleroy Circus	London		EC2 5NT	United Kingdom
10485	LINOD	4	1997-03-25	1997-04-08	1997-03-31	2	0	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10486	HILAA	1	1997-03-26	1997-04-23	1997-04-02	2	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10487	QUEEN	2	1997-03-26	1997-04-23	1997-03-28	2	0	Queen Cozinha	Alameda dos Can?rios, 891	S?o Paulo	SP	05487-020	Brazil
10488	FRANK	8	1997-03-27	1997-04-24	1997-04-02	2	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10489	PICCO	6	1997-03-28	1997-04-25	1997-04-09	2	0	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10490	HILAA	7	1997-03-31	1997-04-28	1997-04-03	2	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10491	FURIB	8	1997-03-31	1997-04-28	1997-04-08	3	0	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10492	BOTTM	3	1997-04-01	1997-04-29	1997-04-11	1	0	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10493	LAMAI	4	1997-04-02	1997-04-30	1997-04-10	3	0	La maison d''Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10494	COMMI	4	1997-04-02	1997-04-30	1997-04-09	2	0	Com?rcio Mineiro	Av. dos Lus?adas, 23	S?o Paulo	SP	05432-043	Brazil
10495	LAUGB	3	1997-04-03	1997-05-01	1997-04-11	3	0	Laughing Bacchus Wine Cellars	2319 Elm St.	Vancouver	BC	V3F 2K1	Canada
10496	TRADH	7	1997-04-04	1997-05-02	1997-04-07	2	0	Tradi??o Hipermercados	Av. In?s de Castro, 414	S?o Paulo	SP	05634-030	Brazil
10497	LEHMS	7	1997-04-04	1997-05-02	1997-04-07	1	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10498	HILAA	8	1997-04-07	1997-05-05	1997-04-11	2	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10499	LILAS	4	1997-04-08	1997-05-06	1997-04-16	2	0	LILA-Supermercado	Carrera 52 con Ave. Bol?var #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10500	LAMAI	6	1997-04-09	1997-05-07	1997-04-17	1	0	La maison d''Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10501	BLAUS	9	1997-04-09	1997-05-07	1997-04-16	3	0	Blauer See Delikatessen	Forsterstr. 57	Mannheim		68306	Germany
10502	PERIC	2	1997-04-10	1997-05-08	1997-04-29	1	0	Pericles Comidas cl?sicas	Calle Dr. Jorge Cash 321	M?xico D.F.		05033	Mexico
10503	HUNGO	6	1997-04-11	1997-05-09	1997-04-16	2	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10504	WHITC	4	1997-04-11	1997-05-09	1997-04-18	3	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10505	MEREP	3	1997-04-14	1997-05-12	1997-04-21	3	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10506	KOENE	9	1997-04-15	1997-05-13	1997-05-02	2	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10507	ANTON	7	1997-04-15	1997-05-13	1997-04-22	1	0	Antonio Moreno Taquer?a	Mataderos  2312	M?xico D.F.		05023	Mexico
10508	OTTIK	1	1997-04-16	1997-05-14	1997-05-13	2	0	Ottilies K?seladen	Mehrheimerstr. 369	K?ln		50739	Germany
10509	BLAUS	4	1997-04-17	1997-05-15	1997-04-29	1	0	Blauer See Delikatessen	Forsterstr. 57	Mannheim		68306	Germany
10510	SAVEA	6	1997-04-18	1997-05-16	1997-04-28	3	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10511	BONAP	4	1997-04-18	1997-05-16	1997-04-21	3	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10512	FAMIA	7	1997-04-21	1997-05-19	1997-04-24	2	0	Familia Arquibaldo	Rua Or?s, 92	S?o Paulo	SP	05442-030	Brazil
10513	WANDK	7	1997-04-22	1997-06-03	1997-04-28	1	0	Die Wandernde Kuh	Adenauerallee 900	Stuttgart		70563	Germany
10514	ERNSH	3	1997-04-22	1997-05-20	1997-05-16	2	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10515	QUICK	2	1997-04-23	1997-05-07	1997-05-23	1	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10516	HUNGO	2	1997-04-24	1997-05-22	1997-05-01	3	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10517	NORTS	3	1997-04-24	1997-05-22	1997-04-29	3	0	North/South	South House\r\n300 Queensbridge	London		SW7 1RZ	United Kingdom
10518	TORTU	4	1997-04-25	1997-05-09	1997-05-05	2	0	Tortuga Restaurante	Avda. Azteca 123	M?xico D.F.		05033	Mexico
10519	CHOPS	6	1997-04-28	1997-05-26	1997-05-01	3	0	Chop-suey Chinese	Hauptstr. 31	Bern		3012	Switzerland
10520	SANTG	7	1997-04-29	1997-05-27	1997-05-01	1	0	Sant? Gourmet	Erling Skakkes gate 78	Stavern		4110	Norway
10521	CACTU	8	1997-04-29	1997-05-27	1997-05-02	2	0	Cactus Comidas para llevar	Cerrito 333	Buenos Aires		1010	Argentina
10522	LEHMS	4	1997-04-30	1997-05-28	1997-05-06	1	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10523	SEVES	7	1997-05-01	1997-05-29	1997-05-30	2	0	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	United Kingdom
10524	BERGS	1	1997-05-01	1997-05-29	1997-05-07	2	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10525	BONAP	1	1997-05-02	1997-05-30	1997-05-23	2	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10526	WARTH	4	1997-05-05	1997-06-02	1997-05-15	2	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10527	QUICK	7	1997-05-05	1997-06-02	1997-05-07	1	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10528	GREAL	6	1997-05-06	1997-05-20	1997-05-09	2	0	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	United States
10529	MAISD	5	1997-05-07	1997-06-04	1997-05-09	2	0	Maison Dewey	Rue Joseph-Bens 532	Bruxelles		B-1180	Belgium
10530	PICCO	3	1997-05-08	1997-06-05	1997-05-12	2	0	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10531	OCEAN	7	1997-05-08	1997-06-05	1997-05-19	1	0	Oc?ano Atl?ntico Ltda.	Ing. Gustavo Moncada 8585\r\nPiso 20-A	Buenos Aires		1010	Argentina
10532	EASTC	7	1997-05-09	1997-06-06	1997-05-12	3	0	Eastern Connection	35 King George	London		WX3 6FW	United Kingdom
10533	FOLKO	8	1997-05-12	1997-06-09	1997-05-22	1	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10534	LEHMS	8	1997-05-12	1997-06-09	1997-05-14	2	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10535	ANTON	4	1997-05-13	1997-06-10	1997-05-21	1	0	Antonio Moreno Taquer?a	Mataderos  2312	M?xico D.F.		05023	Mexico
10536	LEHMS	3	1997-05-14	1997-06-11	1997-06-06	2	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10537	RICSU	1	1997-05-14	1997-05-28	1997-05-19	1	0	Richter Supermarkt	Starenweg 5	Gen?ve		1204	Switzerland
10538	BSBEV	9	1997-05-15	1997-06-12	1997-05-16	3	0	B''s Beverages	Fauntleroy Circus	London		EC2 5NT	United Kingdom
10539	BSBEV	6	1997-05-16	1997-06-13	1997-05-23	3	0	B''s Beverages	Fauntleroy Circus	London		EC2 5NT	United Kingdom
10540	QUICK	3	1997-05-19	1997-06-16	1997-06-13	3	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10541	HANAR	2	1997-05-19	1997-06-16	1997-05-29	1	0	Hanari Carnes	Rua do Pa?o, 67	Rio de Janeiro	RJ	05454-876	Brazil
10542	KOENE	1	1997-05-20	1997-06-17	1997-05-26	3	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10543	LILAS	8	1997-05-21	1997-06-18	1997-05-23	2	0	LILA-Supermercado	Carrera 52 con Ave. Bol?var #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10544	LONEP	4	1997-05-21	1997-06-18	1997-05-30	1	0	Lonesome Pine Restaurant	89 Chiaroscuro Rd.	Portland	OR	97219	United States
10545	LAZYK	8	1997-05-22	1997-06-19	1997-06-26	2	0	Lazy K Kountry Store	12 Orchestra Terrace	Walla Walla	WA	99362	United States
10546	VICTE	1	1997-05-23	1997-06-20	1997-05-27	3	0	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10547	SEVES	3	1997-05-23	1997-06-20	1997-06-02	2	0	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	United Kingdom
10548	TOMSP	3	1997-05-26	1997-06-23	1997-06-02	2	0	Toms Spezialit?ten	Luisenstr. 48	M?nster		44087	Germany
10549	QUICK	5	1997-05-27	1997-06-10	1997-05-30	1	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10550	GODOS	7	1997-05-28	1997-06-25	1997-06-06	3	0	Godos Cocina T?pica	C/ Romero, 33	Sevilla		41101	Spain
10551	FURIB	4	1997-05-28	1997-07-09	1997-06-06	3	0	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10552	HILAA	2	1997-05-29	1997-06-26	1997-06-05	1	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10553	WARTH	2	1997-05-30	1997-06-27	1997-06-03	2	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10554	OTTIK	4	1997-05-30	1997-06-27	1997-06-05	3	0	Ottilies K?seladen	Mehrheimerstr. 369	K?ln		50739	Germany
10555	SAVEA	6	1997-06-02	1997-06-30	1997-06-04	3	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10556	SIMOB	2	1997-06-03	1997-07-15	1997-06-13	1	0	Simons bistro	Vinb?ltet 34	K?benhavn		1734	Denmark
10557	LEHMS	9	1997-06-03	1997-06-17	1997-06-06	2	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10558	AROUT	1	1997-06-04	1997-07-02	1997-06-10	2	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10559	BLONP	6	1997-06-05	1997-07-03	1997-06-13	1	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10560	FRANK	8	1997-06-06	1997-07-04	1997-06-09	1	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10561	FOLKO	2	1997-06-06	1997-07-04	1997-06-09	2	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10562	REGGC	1	1997-06-09	1997-07-07	1997-06-12	1	0	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10563	RICAR	2	1997-06-10	1997-07-22	1997-06-24	2	0	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10564	RATTC	4	1997-06-10	1997-07-08	1997-06-16	3	0	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	United States
10565	MEREP	8	1997-06-11	1997-07-09	1997-06-18	2	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10566	BLONP	9	1997-06-12	1997-07-10	1997-06-18	1	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10567	HUNGO	1	1997-06-12	1997-07-10	1997-06-17	1	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10568	GALED	3	1997-06-13	1997-07-11	1997-07-09	3	0	Galer?a del gastron?mo	Rambla de Catalu?a, 23	Barcelona		8022	Spain
10569	RATTC	5	1997-06-16	1997-07-14	1997-07-11	1	0	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	United States
10570	MEREP	3	1997-06-17	1997-07-15	1997-06-19	3	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10571	ERNSH	8	1997-06-17	1997-07-29	1997-07-04	3	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10572	BERGS	3	1997-06-18	1997-07-16	1997-06-25	2	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10573	ANTON	7	1997-06-19	1997-07-17	1997-06-20	3	0	Antonio Moreno Taquer?a	Mataderos  2312	M?xico D.F.		05023	Mexico
10574	TRAIH	4	1997-06-19	1997-07-17	1997-06-30	2	0	Trail''s Head Gourmet Provisioners	722 DaVinci Blvd.	Kirkland	WA	98034	United States
10575	MORGK	5	1997-06-20	1997-07-04	1997-06-30	1	0	Morgenstern Gesundkost	Heerstr. 22	Leipzig		04179	Germany
10576	TORTU	3	1997-06-23	1997-07-07	1997-06-30	3	0	Tortuga Restaurante	Avda. Azteca 123	M?xico D.F.		05033	Mexico
10577	TRAIH	9	1997-06-23	1997-08-04	1997-06-30	2	0	Trail''s Head Gourmet Provisioners	722 DaVinci Blvd.	Kirkland	WA	98034	United States
10578	BSBEV	4	1997-06-24	1997-07-22	1997-07-25	3	0	B''s Beverages	Fauntleroy Circus	London		EC2 5NT	United Kingdom
10579	LETSS	1	1997-06-25	1997-07-23	1997-07-04	2	0	Let''s Stop N Shop	87 Polk St.\r\nSuite 5	San Francisco	CA	94117	United States
10580	OTTIK	4	1997-06-26	1997-07-24	1997-07-01	3	0	Ottilies K?seladen	Mehrheimerstr. 369	K?ln		50739	Germany
10581	FAMIA	3	1997-06-26	1997-07-24	1997-07-02	1	0	Familia Arquibaldo	Rua Or?s, 92	S?o Paulo	SP	05442-030	Brazil
10582	BLAUS	3	1997-06-27	1997-07-25	1997-07-14	2	0	Blauer See Delikatessen	Forsterstr. 57	Mannheim		68306	Germany
10583	WARTH	2	1997-06-30	1997-07-28	1997-07-04	2	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10584	BLONP	4	1997-06-30	1997-07-28	1997-07-04	1	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10585	WELLI	7	1997-07-01	1997-07-29	1997-07-10	1	0	Wellington Importadora	Rua do Mercado, 12	Resende	SP	08737-363	Brazil
10586	REGGC	9	1997-07-02	1997-07-30	1997-07-09	1	0	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10587	QUEDE	1	1997-07-02	1997-07-30	1997-07-09	1	0	Que Del?cia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10588	QUICK	2	1997-07-03	1997-07-31	1997-07-10	3	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10589	GREAL	8	1997-07-04	1997-08-01	1997-07-14	2	0	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	United States
10590	MEREP	4	1997-07-07	1997-08-04	1997-07-14	3	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10591	VAFFE	1	1997-07-07	1997-07-21	1997-07-16	1	0	Vaffeljernet	Smagsl?get 45	?rhus		8200	Denmark
10592	LEHMS	3	1997-07-08	1997-08-05	1997-07-16	1	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10593	LEHMS	7	1997-07-09	1997-08-06	1997-08-13	2	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10594	OLDWO	3	1997-07-09	1997-08-06	1997-07-16	2	0	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	United States
10595	ERNSH	2	1997-07-10	1997-08-07	1997-07-14	1	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10596	WHITC	8	1997-07-11	1997-08-08	1997-08-12	1	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10597	PICCO	7	1997-07-11	1997-08-08	1997-07-18	3	0	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10598	RATTC	1	1997-07-14	1997-08-11	1997-07-18	3	0	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	United States
10599	BSBEV	6	1997-07-15	1997-08-26	1997-07-21	3	0	B''s Beverages	Fauntleroy Circus	London		EC2 5NT	United Kingdom
10600	HUNGC	4	1997-07-16	1997-08-13	1997-07-21	1	0	Hungry Coyote Import Store	City Center Plaza\r\n516 Main St.	Elgin	OR	97827	United States
10601	HILAA	7	1997-07-16	1997-08-27	1997-07-22	1	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10602	VAFFE	8	1997-07-17	1997-08-14	1997-07-22	2	0	Vaffeljernet	Smagsl?get 45	?rhus		8200	Denmark
10603	SAVEA	8	1997-07-18	1997-08-15	1997-08-08	2	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10604	FURIB	1	1997-07-18	1997-08-15	1997-07-29	1	0	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10605	MEREP	1	1997-07-21	1997-08-18	1997-07-29	2	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10606	TRADH	4	1997-07-22	1997-08-19	1997-07-31	3	0	Tradi??o Hipermercados	Av. In?s de Castro, 414	S?o Paulo	SP	05634-030	Brazil
10607	SAVEA	5	1997-07-22	1997-08-19	1997-07-25	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10608	TOMSP	4	1997-07-23	1997-08-20	1997-08-01	2	0	Toms Spezialit?ten	Luisenstr. 48	M?nster		44087	Germany
10609	DUMON	7	1997-07-24	1997-08-21	1997-07-30	2	0	Du monde entier	67, rue des Cinquante Otages	Nantes		44000	France
10610	LAMAI	8	1997-07-25	1997-08-22	1997-08-06	1	0	La maison d''Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10611	WOLZA	6	1997-07-25	1997-08-22	1997-08-01	2	0	Wolski Zajazd	ul. Filtrowa 68	Warszawa		01-012	Poland
10612	SAVEA	1	1997-07-28	1997-08-25	1997-08-01	2	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10613	HILAA	4	1997-07-29	1997-08-26	1997-08-01	2	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10614	BLAUS	8	1997-07-29	1997-08-26	1997-08-01	3	0	Blauer See Delikatessen	Forsterstr. 57	Mannheim		68306	Germany
10615	WILMK	2	1997-07-30	1997-08-27	1997-08-06	3	0	Wilman Kala	Keskuskatu 45	Helsinki		21240	Finland
10616	GREAL	1	1997-07-31	1997-08-28	1997-08-05	2	0	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	United States
10617	GREAL	4	1997-07-31	1997-08-28	1997-08-04	2	0	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	United States
10618	MEREP	1	1997-08-01	1997-09-12	1997-08-08	1	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10619	MEREP	3	1997-08-04	1997-09-01	1997-08-07	3	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
